Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
31-Aug-23,Thursday,August,Q3,2023,EQ,2449.95,2489.95,2383.75,2513.10,2425.00,2419.25,2437.26,4190.00,1017.45,6230369.00,209189.00
30-Aug-23,Wednesday,August,Q3,2023,EQ,2517.00,2543.00,2492.40,2506.45,2510.00,2513.10,2525.87,4190.00,1017.45,6484593.00,116612.00
29-Aug-23,Tuesday,August,Q3,2023,EQ,2472.10,2536.65,2445.00,2472.45,2507.60,2506.45,2503.76,4190.00,1017.45,4802150.00,164344.00
28-Aug-23,Monday,August,Q3,2023,EQ,2550.00,2582.00,2455.65,2495.75,2473.95,2472.45,2499.94,4190.00,1017.45,4457038.00,147610.00
25-Aug-23,Friday,August,Q3,2023,EQ,2549.00,2549.00,2486.00,2539.55,2490.00,2495.75,2511.47,4190.00,1017.45,2808721.00,102176.00
24-Aug-23,Thursday,August,Q3,2023,EQ,2580.00,2613.00,2531.10,2530.30,2542.20,2539.55,2574.82,4190.00,1017.45,4558367.00,157473.00
23-Aug-23,Wednesday,August,Q3,2023,EQ,2720.00,2722.40,2488.85,2698.05,2539.00,2530.30,2603.20,4190.00,1017.45,5251316.00,189702.00
22-Aug-23,Tuesday,August,Q3,2023,EQ,2668.85,2721.00,2654.10,2639.75,2694.90,2698.05,2696.40,4190.00,1017.45,10291468.00,216090.00
21-Aug-23,Monday,August,Q3,2023,EQ,2588.00,2655.00,2580.50,2577.40,2637.00,2639.75,2630.61,4190.00,1017.45,10479200.00,216694.00
18-Aug-23,Friday,August,Q3,2023,EQ,2477.50,2665.95,2461.30,2479.70,2570.95,2577.40,2562.98,4190.00,1017.45,14679923.00,344747.00
17-Aug-23,Thursday,August,Q3,2023,EQ,2454.95,2487.20,2442.05,2445.10,2477.50,2479.70,2462.66,4190.00,1017.45,7769452.00,134500.00
16-Aug-23,Wednesday,August,Q3,2023,EQ,2450.00,2465.00,2420.00,2456.00,2442.00,2445.10,2450.99,4190.00,1017.45,7084828.00,130359.00
14-Aug-23,Monday,August,Q3,2023,EQ,2480.00,2484.95,2400.05,2539.50,2446.95,2456.00,2450.44,4190.00,1017.45,9786919.00,250812.00
11-Aug-23,Friday,August,Q3,2023,EQ,2550.05,2568.15,2518.20,2552.40,2538.00,2539.50,2552.42,4190.00,1017.45,7157372.00,153795.00
10-Aug-23,Thursday,August,Q3,2023,EQ,2510.00,2577.50,2510.00,2507.10,2549.00,2552.40,2549.54,4190.00,1017.45,8140756.00,186434.00
9-Aug-23,Wednesday,August,Q3,2023,EQ,2488.35,2516.90,2472.00,2474.55,2506.00,2507.10,2500.07,4190.00,1017.45,5781400.00,137283.00
8-Aug-23,Tuesday,August,Q3,2023,EQ,2563.25,2563.25,2461.30,2550.50,2477.05,2474.55,2496.62,4190.00,1017.45,6127920.00,165124.00
7-Aug-23,Monday,August,Q3,2023,EQ,2550.95,2569.00,2516.40,2541.80,2552.00,2550.50,2545.71,4190.00,1017.45,4684333.00,104084.00
4-Aug-23,Friday,August,Q3,2023,EQ,2545.30,2557.90,2502.00,2532.60,2536.15,2541.80,2535.26,4190.00,1017.45,3294056.00,91387.00
3-Aug-23,Thursday,August,Q3,2023,EQ,2469.90,2550.00,2462.00,2473.55,2535.00,2532.60,2516.19,4190.00,1017.45,4720470.00,164423.00
2-Aug-23,Wednesday,August,Q3,2023,EQ,2493.00,2514.00,2451.00,2481.10,2473.10,2473.55,2486.61,4190.00,1017.45,2506971.00,92290.00
1-Aug-23,Tuesday,August,Q3,2023,EQ,2504.85,2514.00,2455.25,2492.20,2481.90,2481.10,2480.87,4190.00,1017.45,1575727.00,66292.00
31-Jul-23,Monday,July,Q3,2023,EQ,2477.00,2518.00,2467.00,2463.20,2490.05,2492.20,2490.25,4190.00,1017.45,3359974.00,95349.00
28-Jul-23,Friday,July,Q3,2023,EQ,2437.00,2481.65,2431.10,2428.40,2459.00,2463.20,2461.29,4190.00,1017.45,2339800.00,83380.00
27-Jul-23,Thursday,July,Q3,2023,EQ,2470.75,2485.00,2415.00,2470.75,2433.60,2428.40,2445.56,4190.00,1017.45,2243944.00,79442.00
26-Jul-23,Wednesday,July,Q3,2023,EQ,2472.45,2506.00,2446.00,2466.65,2468.00,2470.75,2479.60,4190.00,1017.45,4021773.00,123641.00
25-Jul-23,Tuesday,July,Q3,2023,EQ,2428.00,2479.00,2416.00,2418.20,2465.10,2466.65,2446.15,4190.00,1017.45,3017555.00,93641.00
24-Jul-23,Monday,July,Q3,2023,EQ,2430.00,2439.40,2412.05,2416.30,2416.00,2418.20,2424.70,4190.00,1017.45,1113193.00,44300.00
21-Jul-23,Friday,July,Q3,2023,EQ,2410.00,2457.85,2395.30,2419.75,2420.00,2416.30,2432.97,4190.00,1017.45,2280563.00,86825.00
20-Jul-23,Thursday,July,Q3,2023,EQ,2428.95,2433.90,2400.00,2423.75,2419.95,2419.75,2419.72,4190.00,1017.45,1564275.00,69720.00
19-Jul-23,Wednesday,July,Q3,2023,EQ,2428.65,2443.00,2416.90,2416.90,2423.90,2423.75,2428.08,4190.00,1017.45,1637260.00,66734.00
18-Jul-23,Tuesday,July,Q3,2023,EQ,2415.00,2510.00,2405.20,2408.55,2416.00,2416.90,2446.49,4190.00,1017.45,5978272.00,218769.00
17-Jul-23,Monday,July,Q3,2023,EQ,2399.90,2459.50,2391.30,2376.10,2410.00,2408.55,2425.15,4190.00,1017.45,3090373.00,126827.00
14-Jul-23,Friday,July,Q3,2023,EQ,2375.00,2385.00,2340.00,2362.05,2382.00,2376.10,2363.27,4190.00,1017.45,1353535.00,59601.00
13-Jul-23,Thursday,July,Q3,2023,EQ,2397.00,2405.70,2355.55,2387.90,2363.00,2362.05,2381.02,4190.00,1017.45,1247741.00,54521.00
12-Jul-23,Wednesday,July,Q3,2023,EQ,2429.90,2432.00,2380.45,2422.90,2390.00,2387.90,2400.74,4190.00,1017.45,1445282.00,62902.00
11-Jul-23,Tuesday,July,Q3,2023,EQ,2423.75,2444.95,2388.00,2410.25,2418.00,2422.90,2423.62,4190.00,1017.45,2247776.00,89046.00
10-Jul-23,Monday,July,Q3,2023,EQ,2392.80,2462.70,2355.00,2379.60,2411.80,2410.25,2411.32,4190.00,1017.45,3771285.00,133840.00
7-Jul-23,Friday,July,Q3,2023,EQ,2395.00,2409.95,2368.10,2402.90,2380.00,2379.60,2386.37,4190.00,1017.45,1823645.00,63030.00
6-Jul-23,Thursday,July,Q3,2023,EQ,2399.15,2427.60,2390.00,2399.15,2397.05,2402.90,2406.35,4190.00,1017.45,2476366.00,72164.00
5-Jul-23,Wednesday,July,Q3,2023,EQ,2391.00,2412.05,2374.00,2387.70,2401.00,2399.15,2395.05,4190.00,1017.45,2198481.00,64720.00
4-Jul-23,Tuesday,July,Q3,2023,EQ,2397.00,2414.00,2373.05,2385.50,2388.00,2387.70,2395.02,4190.00,1017.45,2308684.00,79061.00
3-Jul-23,Monday,July,Q3,2023,EQ,2405.00,2417.85,2373.20,2388.05,2384.75,2385.50,2392.89,4190.00,1017.45,2662358.00,89985.00
30-Jun-23,Friday,June,Q2,2023,EQ,2437.95,2437.95,2350.00,2402.00,2390.00,2388.05,2390.92,4190.00,1017.45,5125497.00,175623.00
28-Jun-23,Wednesday,June,Q2,2023,EQ,2300.00,2418.60,2293.85,2284.45,2413.00,2402.00,2330.90,4190.00,1017.45,28353193.00,319100.00
27-Jun-23,Tuesday,June,Q2,2023,EQ,2328.95,2343.85,2271.00,2295.60,2283.90,2284.45,2305.44,4190.00,1017.45,3361053.00,119408.00
26-Jun-23,Monday,June,Q2,2023,EQ,2210.05,2336.45,2173.05,2233.55,2301.90,2295.60,2283.14,4190.00,1017.45,7847341.00,282882.00
23-Jun-23,Friday,June,Q2,2023,EQ,2392.30,2392.30,2163.30,2397.25,2229.00,2233.55,2245.65,4190.00,1017.45,15213238.00,538949.00
22-Jun-23,Thursday,June,Q2,2023,EQ,2425.10,2449.95,2360.00,2405.95,2393.00,2397.25,2404.13,4190.00,1017.45,8459191.00,126915.00
21-Jun-23,Wednesday,June,Q2,2023,EQ,2426.70,2440.00,2393.10,2414.80,2425.00,2405.95,2403.11,4190.00,1017.45,7418013.00,97423.00
20-Jun-23,Tuesday,June,Q2,2023,EQ,2435.00,2435.00,2390.00,2401.40,2419.00,2414.80,2413.71,4190.00,1017.45,2479711.00,94144.00
19-Jun-23,Monday,June,Q2,2023,EQ,2504.00,2521.60,2350.00,2509.60,2411.45,2401.40,2414.19,4190.00,1017.45,11475674.00,240481.00
16-Jun-23,Friday,June,Q2,2023,EQ,2499.20,2526.90,2487.40,2485.65,2504.90,2509.60,2509.05,4190.00,1017.45,7999982.00,119702.00
15-Jun-23,Thursday,June,Q2,2023,EQ,2469.00,2527.00,2462.90,2457.15,2488.00,2485.65,2497.56,4190.00,1017.45,3744029.00,128109.00
14-Jun-23,Wednesday,June,Q2,2023,EQ,2469.90,2484.80,2452.35,2462.55,2457.00,2457.15,2466.03,4190.00,1017.45,1364403.00,52469.00
13-Jun-23,Tuesday,June,Q2,2023,EQ,2499.00,2505.00,2442.20,2484.80,2464.05,2462.55,2477.69,4190.00,1017.45,2210990.00,84140.00
12-Jun-23,Monday,June,Q2,2023,EQ,2460.00,2505.00,2432.60,2451.15,2492.40,2484.80,2475.91,4190.00,1017.45,2804898.00,109217.00
9-Jun-23,Friday,June,Q2,2023,EQ,2447.95,2458.90,2428.00,2429.15,2454.00,2451.15,2446.22,4190.00,1017.45,1948506.00,70948.00
8-Jun-23,Thursday,June,Q2,2023,EQ,2450.00,2475.90,2369.05,2439.55,2436.20,2429.15,2432.48,4190.00,1017.45,3781621.00,143560.00
7-Jun-23,Wednesday,June,Q2,2023,EQ,2453.00,2466.95,2435.00,2433.65,2440.50,2439.55,2449.14,4190.00,1017.45,2522516.00,85030.00
6-Jun-23,Tuesday,June,Q2,2023,EQ,2475.00,2506.95,2425.90,2433.95,2430.05,2433.65,2446.03,4190.00,1017.45,6473608.00,142108.00
5-Jun-23,Monday,June,Q2,2023,EQ,2463.20,2514.00,2428.00,2445.05,2440.00,2433.95,2465.50,4190.00,1017.45,2956768.00,124934.00
2-Jun-23,Friday,June,Q2,2023,EQ,2535.00,2538.90,2425.00,2492.15,2440.00,2445.05,2459.27,4190.00,1017.45,5543791.00,141696.00
1-Jun-23,Thursday,June,Q2,2023,EQ,2499.90,2560.00,2485.30,2493.35,2496.00,2492.15,2507.49,4190.00,1017.45,1704946.00,72211.00
31-May-23,Wednesday,May,Q2,2023,EQ,2482.00,2573.00,2428.00,2496.45,2494.00,2493.35,2506.49,4190.00,1017.45,4268439.00,181970.00
30-May-23,Tuesday,May,Q2,2023,EQ,2529.30,2554.15,2475.15,2534.05,2497.00,2496.45,2522.15,4190.00,1017.45,1736953.00,80071.00
29-May-23,Monday,May,Q2,2023,EQ,2570.00,2583.50,2523.00,2544.35,2533.00,2534.05,2549.41,4190.00,1017.45,2779432.00,113984.00
26-May-23,Friday,May,Q2,2023,EQ,2565.00,2599.95,2535.15,2537.45,2540.00,2544.35,2559.29,4190.00,1017.45,3963515.00,170861.00
25-May-23,Thursday,May,Q2,2023,EQ,2440.00,2558.80,2386.65,2475.60,2548.00,2537.45,2470.91,4190.00,1017.45,8434009.00,345309.00
24-May-23,Wednesday,May,Q2,2023,EQ,2709.00,2750.00,2425.35,2633.70,2475.00,2475.60,2554.26,4190.00,1017.45,23465761.00,834165.00
23-May-23,Tuesday,May,Q2,2023,EQ,2410.90,2759.45,2400.00,2326.10,2639.95,2633.70,2636.02,4190.00,1017.45,28432888.00,873248.00
22-May-23,Monday,May,Q2,2023,EQ,2010.00,2347.00,1983.40,1956.05,2338.55,2326.10,2212.95,4190.00,1017.45,26311368.00,779253.00
19-May-23,Friday,May,Q2,2023,EQ,1888.00,1983.00,1872.10,1890.00,1955.00,1956.05,1933.65,4190.00,1017.45,7541150.00,249199.00
18-May-23,Thursday,May,Q2,2023,EQ,1910.05,1924.00,1877.20,1899.50,1883.00,1890.00,1900.73,4190.00,1017.45,2437396.00,73391.00
17-May-23,Wednesday,May,Q2,2023,EQ,1900.00,1919.95,1857.75,1889.15,1897.05,1899.50,1889.86,4190.00,1017.45,3632797.00,121068.00
16-May-23,Tuesday,May,Q2,2023,EQ,1927.00,1935.00,1881.00,1916.05,1898.00,1889.15,1907.38,4190.00,1017.45,3058799.00,93909.00
15-May-23,Monday,May,Q2,2023,EQ,1959.90,1964.70,1880.00,1964.70,1910.00,1916.05,1910.98,4190.00,1017.45,4836782.00,166552.00
12-May-23,Friday,May,Q2,2023,EQ,2009.00,2010.00,1946.55,1984.65,1965.00,1964.70,1972.68,4190.00,1017.45,3816201.00,124303.00
11-May-23,Thursday,May,Q2,2023,EQ,1925.00,2013.75,1910.00,1892.15,1988.00,1984.65,1973.81,4190.00,1017.45,8835941.00,291184.00
10-May-23,Wednesday,May,Q2,2023,EQ,1899.00,1914.90,1883.95,1896.10,1891.00,1892.15,1900.91,4190.00,1017.45,1970906.00,71745.00
